X2,Y2
112,14.606012051568188
113,15.696067844170633
114,17.144091900372448
115,18.225448427877797
116,15.770528883050186
117,15.707952227836694
118,15.95018935101741
119,16.504161214489987
120,14.260504767664118
121,13.148184777069883
122,14.848702545942837
123,16.096752114970506
124,15.492056504470519
125,15.256325565536622
126,15.36549764709832
127,16.450858311446133
128,16.559565135164362
129,17.623889558446564
130,15.530501407247188
131,15.839147687686678
132,16.07392364095359
133,17.054266658257554
134,16.6548782619209
135,14.906336397797624
136,16.175513903054945
137,16.17215435199671
138,15.337013693350844
139,14.166443834629913
140,16.585023887996236
141,16.172228500879456
142,14.543609399508975
143,12.47774091728725
144,16.30675502188152
145,15.28902683467723
146,14.845679013544924
147,15.451187899285731
148,17.416590840541193
149,15.157416985854594
150,13.228854640836824
151,14.036329518041338
152,14.231831106829402
153,14.396861515193239
154,16.607977952377865
155,16.04356493838333
156,11.228311385056283
157,15.22226002066416
158,14.262335652609963
159,14.001997772079166
160,14.771054577851014
161,16.48439795949502
162,14.224382933833825
163,15.607819496109581
164,11.003349820703633
165,14.098784334623591
166,13.655261653563938
167,15.536444370188448
168,16.441034552057133
169,14.922415264045469
170,15.272479303909957
171,14.937431140993622
172,13.402369153559421
173,12.514698872062144
174,14.108301354683798
175,12.844820417216273
176,14.505458419262702
177,17.702753235049446
178,15.016113742806619
179,13.71359062964947
180,15.399022461188656
181,12.63420073495302
182,16.098278995957205
183,12.327727902539834
184,15.004024073822388
185,14.043437674588649
186,17.155815922527932
187,13.608454708834058
188,13.73618259291896
189,15.234669694483973
190,17.272762973758354
191,15.910366110133864
192,15.831843296292119
193,13.65661294877231
194,14.319987091448684
195,15.47762187719234
196,14.605986919051904
197,14.131790385559157
198,16.202563778797806
199,13.432512860179397
200,15.263877117978202
201,16.16225053525371
202,15.676279169811265
203,14.695579249157817
204,15.480283415313496
205,14.777698838173972
206,15.169790017325424
207,14.78361685303139
208,14.909757100684239
209,15.139883895939564
210,14.93555434213794
211,15.407989594101137
212,14.551780792203811
213,14.896357308883177
214,15.368618884556684
215,14.69708188764552
216,14.67908246342698
217,15.351917353436992
218,14.988628319019776
219,14.812117618804196
220,14.918588027192655
221,14.98508522429849
222,14.701687981924092
223,14.982711051963793
224,15.34984215965008
225,15.313383284920768
226,15.434662519091924
227,14.405429611445992
228,14.80762472671392
229,14.960541291094799
230,15.274605120088637
231,15.098865061815912
232,14.9510038100936
233,14.911359946636662
234,14.542211859484839
235,16.90887611803966
236,10.18541899366463
237,14.724864542361896
238,15.818116323529383
239,16.21745061973157
240,15.85842825411114
241,18.9473122647823
242,16.531850572690146
243,13.074184132599845
244,15.776657676862033
245,15.696265348146095
246,17.33069440659172
247,14.600769286271907
248,16.367547358404266
249,15.60037123372633
250,17.173455326568234
251,17.350121896331892
252,15.869326733909471
253,19.12625059109192
254,18.923904790423105
255,15.339283065001775
256,15.324518228561207
257,16.24133750532204
258,16.622460652880356
259,13.778502716743594
260,19.50100316539058
261,16.900706707889075
262,16.348522673442204
263,16.99831243081488
264,16.04593858742995
265,14.54779454669058
266,13.251161376392282
267,14.224599525989301
268,10.647553298019677
269,13.197390755178445
270,20.516425074876793
271,14.591744404676266
272,17.518344319429282
273,15.62956273126561
274,13.93844687110484
275,13.097485091140792
276,16.06925233953116
277,12.97729825853207
278,15.299000977924884
279,15.89222320126812
280,19.339397829569787
281,12.821412859950327
282,16.57042866123269
283,16.294125198986023
284,15.054651494140566
285,14.009778909236292
286,16.924781793690542
287,18.450854591074258
288,18.030192142449117
289,17.096138445645487
290,16.19549164481556
291,15.300375280873906
292,11.07279591523675
293,14.425071149180608
294,15.953977706898828
295,15.841143582201566
296,13.643268026372207
297,19.94793283613508
298,17.771371004900498
299,18.247406217028203
